Score
-474.0
-382.0
-347.0
-331.0
-134.0
-182.0
-202.0
-192.0
75.0
-448.0
-411.0
-442.0
-422.0
-478.0
1008.0
-442.0
647.0
-454.0
-456.0
670.0
-482.0
-378.0
-437.0
-444.0
-426.0
-447.0
-434.0
-467.0
852.0
-381.0
666.0
676.0
-403.0
-386.0
-432.0
1065.0
-379.0
-407.0
-482.0
-378.0
1065.0
222.0
648.0
847.0
-379.0
-425.0
-4.0
-446.0
-476.0
-377.0
821.0
-370.0
-448.0
670.0
676.0
-404.0
-477.0
872.0
-370.0
-386.0
681.0
-434.0
-433.0
676.0
-429.0
-425.0
-387.0
-442.0
672.0
-455.0
159.0
-330.0
633.0
-384.0
-433.0
-390.0
863.0
214.0
678.0
-392.0
664.0
673.0
-436.0
-443.0
-478.0
662.0
674.0
675.0
-459.0
653.0
-412.0
-489.0
-487.0
-426.0
-378.0
838.0
-377.0
1077.0
-437.0
-442.0
-432.0
-377.0
661.0
-476.0
677.0
-481.0
-452.0
-380.0
669.0
-421.0
860.0
-423.0
-431.0
-433.0
-452.0
-427.0
-396.0
655.0
-391.0
-443.0
-445.0
1257.0
676.0
-438.0
667.0
-478.0
-466.0
-443.0
-431.0
-378.0
-429.0
-443.0
-426.0
653.0
-427.0
-379.0
670.0
-431.0
862.0
678.0
-481.0
-411.0
-444.0
656.0
663.0
-439.0
-398.0
-452.0
-418.0
-410.0
680.0
-427.0
-434.0
673.0
-434.0
-470.0
-439.0
-432.0
165.0
1271.0
612.0
658.0
676.0
-437.0
872.0
-478.0
-425.0
-422.0
246.0
-430.0
-381.0
1075.0
-478.0
654.0
-386.0
672.0
-477.0
-431.0
-448.0
-430.0
-478.0
-430.0
-466.0
-378.0
662.0
-442.0
-389.0
-462.0
675.0
-428.0
878.0
1059.0
812.0
-441.0
-442.0
673.0
-196.0
657.0
667.0
-436.0
678.0
-424.0
-426.0
-382.0
-400.0
677.0
1050.0
-483.0
658.0
-372.0
-433.0
-426.0
-424.0
853.0
-444.0
-499.0
-426.0
-345.0
-422.0
-466.0
-386.0
673.0
664.0
-444.0
-434.0
869.0
1062.0
-434.0
-432.0
-433.0
-438.0
-435.0
612.0
-424.0
-380.0
671.0
671.0
-436.0
-429.0
-422.0
-482.0
-428.0
-442.0
-444.0
679.0
-432.0
664.0
-479.0
-434.0
658.0
-375.0
-367.0
-428.0
650.0
1273.0
-477.0
-463.0
672.0
676.0
-442.0
-415.0
-374.0
-423.0
-423.0
-395.0
679.0
-382.0
647.0
-376.0
-370.0
-380.0
-455.0
-423.0
-402.0
-443.0
1042.0
660.0
661.0
864.0
-481.0
666.0
-488.0
-384.0
-435.0
-466.0
-443.0
680.0
678.0
-466.0
-427.0
1254.0
-393.0
-368.0
851.0
-458.0
-380.0
-429.0
-384.0
-382.0
-481.0
-425.0
664.0
-418.0
-435.0
-390.0
-437.0
-388.0
-444.0
677.0
-477.0
230.0
-433.0
-434.0
-430.0
659.0
678.0
-430.0
641.0
-433.0
-484.0
-444.0
651.0
673.0
861.0
-426.0
-478.0
-386.0
-442.0
-455.0
668.0
-453.0
-430.0
-475.0
658.0
-425.0
-446.0
-193.0
-422.0
223.0
860.0
-441.0
-413.0
828.0
-431.0
-431.0
-368.0
-477.0
-438.0
-444.0
-404.0
681.0
676.0
-425.0
681.0
868.0
-450.0
647.0
845.0
-477.0
-484.0
-421.0
-458.0
678.0
-396.0
-395.0
669.0
-394.0
-435.0
-474.0
-378.0
650.0
-469.0
868.0
-478.0
668.0
-425.0
-470.0
-443.0
-436.0
-452.0
-442.0
-416.0
-442.0
-440.0
662.0
-433.0
673.0
-437.0
-477.0
665.0
651.0
-440.0
1070.0
-384.0
673.0
-396.0
-478.0
-441.0
-439.0
-374.0
-435.0
-414.0
673.0
-446.0
-383.0
-487.0
-436.0
-468.0
679.0
-445.0
-484.0
675.0
868.0
-481.0
-387.0
-431.0
-402.0
-452.0
-441.0
-374.0
-458.0
-442.0
1082.0
1049.0
-466.0
-442.0
-422.0
-401.0
672.0
1076.0
-476.0
-421.0
659.0
-442.0
675.0
658.0
-449.0
-426.0
-484.0
-447.0
-422.0
673.0
-407.0
-445.0
-381.0
-438.0
-411.0
678.0
-488.0
681.0
680.0
-445.0
-478.0
-438.0
-472.0
-465.0
-431.0
-444.0
880.0
-431.0
-206.0
-430.0
-446.0
-448.0
672.0
670.0
-370.0
-497.0
671.0
-439.0
-453.0
675.0
676.0
-477.0
673.0
-382.0
-487.0
-444.0
683.0
-471.0
-430.0
-443.0
1197.0
-388.0
-390.0
-377.0
-432.0
-437.0
-453.0
-477.0
-432.0
-422.0
-427.0
1049.0
680.0
-376.0
-440.0
-402.0
-419.0
674.0
674.0
-454.0
1463.0
655.0
1071.0
874.0
858.0
846.0
-442.0
1271.0
1059.0
-383.0
-408.0
873.0
-422.0
-465.0
-478.0
-489.0
-389.0
-452.0
670.0
672.0
-478.0
-379.0
-375.0
678.0
-389.0
679.0
-489.0
663.0
661.0
-380.0
-425.0
641.0
-442.0
-478.0
-434.0
-374.0
-408.0
-382.0
-475.0
679.0
1063.0
1245.0
874.0
682.0
-436.0
679.0
1429.0
-465.0
-439.0
-438.0
-437.0
-444.0
681.0
-445.0
672.0
-425.0
874.0
-435.0
-484.0
845.0
-489.0
-434.0
-452.0
-439.0
678.0
-448.0
-450.0
-484.0
-947.0
-477.0
678.0
-424.0
655.0
-402.0
-448.0
648.0
-477.0
-486.0
-473.0
-418.0
-431.0
-400.0
670.0
-409.0
-462.0
-488.0
-448.0
673.0
-472.0
-466.0
-426.0
653.0
678.0
-469.0
-421.0
674.0
876.0
-444.0
-440.0
678.0
-442.0
-437.0
-373.0
-44.0
-454.0
-441.0
-400.0
682.0
-438.0
871.0
670.0
-466.0
-469.0
-434.0
850.0
679.0
-443.0
-489.0
-484.0
-388.0
659.0
-446.0
-455.0
-432.0
853.0
669.0
680.0
-477.0
-457.0
-440.0
-478.0
-434.0
-442.0
-372.0
677.0
-469.0
30.0
-469.0
667.0
653.0
-469.0
-477.0
671.0
866.0
-370.0
-428.0
-422.0
665.0
-422.0
-374.0
668.0
-423.0
-428.0
-428.0
680.0
-374.0
-435.0
1242.0
658.0
-396.0
-392.0
-432.0
870.0
-469.0
-343.0
-430.0
41.0
-444.0
-426.0
663.0
-431.0
-396.0
-431.0
-461.0
-454.0
-434.0
-452.0
-398.0
-440.0
-444.0
675.0
-426.0
660.0
-383.0
-462.0
-442.0
-476.0
-435.0
669.0
675.0
664.0
-374.0
-482.0
-438.0
-379.0
-430.0
-380.0
-183.0
680.0
-477.0
-484.0
671.0
-442.0
-437.0
-382.0
-455.0
-445.0
-406.0
-443.0
-436.0
-430.0
-473.0
-486.0
665.0
-443.0
-428.0
-429.0
-455.0
215.0
-420.0
149.0
674.0
-452.0
-448.0
1055.0
-469.0
-474.0
-431.0
680.0
-441.0
-472.0
-424.0
1065.0
-424.0
-377.0
-361.0
-424.0
678.0
-429.0
655.0
-402.0
-422.0
-444.0
670.0
-443.0
-488.0
-473.0
1453.0
678.0
-436.0
-374.0
676.0
1060.0
-477.0
-429.0
681.0
-398.0
666.0
-437.0
-445.0
-395.0
-434.0
664.0
-437.0
1194.0
-478.0
-477.0
-437.0
-453.0
1269.0
681.0
1428.0
-422.0
1064.0
-477.0
-434.0
672.0
-478.0
669.0
674.0
-411.0
-470.0
662.0
-436.0
-429.0
654.0
-408.0
676.0
-388.0
-380.0
-384.0
863.0
-441.0
-421.0
-460.0
1059.0
-476.0
-485.0
-457.0
677.0
867.0
-442.0
-487.0
-425.0
-483.0
652.0
-466.0
-402.0
-409.0
650.0
664.0
-485.0
658.0
-393.0
-448.0
-378.0
-471.0
-430.0
-469.0
-427.0
-458.0
682.0
-445.0
668.0
-371.0
872.0
-427.0
-393.0
-441.0
-415.0
-457.0
-474.0
-380.0
-479.0
674.0
-437.0
-427.0
-467.0
-440.0
-380.0
-380.0
676.0
-372.0
-444.0
-438.0
-391.0
-478.0
-477.0
673.0
-381.0
-478.0
677.0
-384.0
-441.0
641.0
-435.0
-429.0
-426.0
-429.0
-46.0
-429.0
-477.0
-477.0
-426.0
-469.0
654.0
-378.0
660.0
-483.0
-376.0
-469.0
-469.0
-386.0
131.0
-390.0
1060.0
-424.0
-456.0
-428.0
866.0
882.0
873.0
677.0
-472.0
-433.0
-482.0
-422.0
-428.0
-455.0
-437.0
-433.0
-438.0
678.0
-472.0
654.0
668.0
-435.0
-427.0
674.0
-372.0
-476.0
-425.0
-444.0
-427.0
658.0
-434.0
665.0
-381.0
-441.0
676.0
1042.0
875.0
867.0
-441.0
-387.0
-480.0
-484.0
-435.0
868.0
-437.0
-452.0
-394.0
-462.0
-479.0
-434.0
45.0
-476.0
-435.0
-433.0
-452.0
-438.0
-426.0
-376.0
-397.0
855.0
-446.0
-451.0
-430.0
668.0
647.0
668.0
-207.0
-433.0
-432.0
657.0
-439.0
664.0
-380.0
-380.0
-479.0
193.0
-430.0
859.0
-472.0
-480.0
7.0
-438.0
-424.0
875.0
-444.0
-446.0
-441.0
-395.0
-434.0
-465.0
-378.0
-453.0
-377.0
-385.0
-423.0
-386.0
-378.0
-374.0
671.0
-433.0
-422.0
-431.0
868.0
676.0
1262.0
-469.0
-378.0
652.0
676.0
-404.0
-442.0
-484.0
641.0
853.0
-193.0
-388.0
-432.0
-387.0
-447.0
-476.0
-435.0
-472.0
-435.0
